school_number_id,university,university_full,state,SD,region,division,uni_size,size_class,uni_type,department_umbrella,position,gender,number,collector,verified
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,chemistry,tt,male,2,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,chemistry,instructor,female,0,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,chemistry,instructor,male,0,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,math ,tt,female,1,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,math ,tt,male,2,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,math ,instructor,female,0,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,math ,instructor,male,0,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,physics,tt,female,1,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,physics,tt,male,2,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,physics,instructor,female,0,CM,y
25,NWU,Nebraska Wesleyan University,Nebraska,n,midwest,w_n_central,1924,small,PUI,physics,instructor,male,0,CM,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,biology ,tt,male,4,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,biology ,tt,female,4,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,biology ,instructor,male,1,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,biology ,instructor,female,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,chemistry,tt,male,3,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,chemistry,tt,female,1,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,chemistry,instructor ,male,1,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,chemistry,instructor,female,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,comp_sci,tt,male,1,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,comp_sci,tt,female,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,comp_sci,instructor,male,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,comp_sci,instructor,female,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,math,tt,male,1,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,math,tt,female,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,math,instructor,male,2,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,math,instructor,female,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,physics,tt,male,1,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,physics,tt,female,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,physics,instructor,male,0,NS,y
44,NMHU,New Mexico Highlands University ,New Mexico,n,west,mountain,1800,small,PUI,physics,instructor,female,0,NS,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,biology,instructor,female,3,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,biology,instructor,male,1,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,biology,tt,female,10,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,biology,tt,male,6,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,chemistry,instructor,female,0,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,chemistry,instructor,male,1,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,chemistry,tt,female,3,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,chemistry,tt,male,17,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,comp_sci,tt,female,3,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,comp_sci,tt,male,9,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,comp_sci,instructor,female,2,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,comp_sci,instructor,male,4,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,engineering,tt,female,13,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,engineering,tt,male,56,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,engineering,instructor,female,0,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,engineering,instructor,male,5,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,math,tt,female,2,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,math,tt,male,12,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,math,instructor,female,1,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,math,instructor,male,2,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,physics ,instructor,female,0,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,physics ,instructor,male,2,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,physics ,tt,female,1,dg,y
57,NDSU,North Dakota State University,North Dakota,n,midwest,w_n_central,14358,large,R1,physics ,tt,male,8,dg,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,biology,tt,male,26,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,biology,tt,female,21,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,biology,instructor,male,5,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,biology,instructor,female,10,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,chemistry,tt,male,4,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,chemistry,tt,female,8,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,chemistry,instructor,male,3,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,chemistry,instructor,female,2,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,comp_sci,tt,male,28,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,comp_sci,tt,female,6,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,comp_sci,instructor,male,4,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,comp_sci,instructor,female,1,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,engineering,tt,male,8,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,engineering,tt,female,2,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,engineering,instructor,male,4,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,engineering,instructor,female,1,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,math,tt,male,12,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,math,tt,female,7,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,math,instructor,male,12,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,math,instructor,female,9,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,physics,tt,male,11,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,physics,tt,female,2,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,physics,instructor,male,3,CM,y
23,NAU,Northern Arizona University ,Arizona,n,west,mountain,29000,large,R2,physics,instructor,female,0,CM,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,biology,tt,female,5,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,biology,tt,male,13,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,biology,instructor,female,1,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,biology,instructor,male,1,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,chemistry,tt,female,5,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,chemistry,tt,male,12,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,chemistry,instructor,female,6,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,chemistry,instructor,male,5,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,engineering,tt,female,0,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,engineering,tt,male,5,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,engineering,instructor,female,0,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,engineering,instructor,male,1,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,math,tt,female,3,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,math,tt,male,11,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,math,instructor,female,2,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,math,instructor,male,0,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,physics,tt,female,0,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,physics,tt,male,5,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,physics,instructor,female,0,NS,y
6,NMU,Northern Michigan University,Michigan,n,midwest,e_n_central,7000,medium,R2,physics,instructor,male,0,NS,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,biology,tt,female,9,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,biology,tt,male,14,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,biology,instructor,female,15,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,biology,instructor,male,20,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,chemistry,tt,female,1,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,chemistry,tt,male,14,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,chemistry,instructor,female,2,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,chemistry,instructor,male,0,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,comp_sci,tt,female,3,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,comp_sci,tt,male,19,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,comp_sci,instructor,female,5,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,comp_sci,instructor,male,6,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,engineering,tt,female,9,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,engineering,tt,male,39,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,engineering,instructor,female,1,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,engineering,instructor,male,7,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,math,tt,female,3,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,math,tt,male,21,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,math,instructor,female,15,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,math,instructor,male,10,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,physics ,tt,female,0,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,physics ,tt,male,12,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,physics ,instructor,female,2,dg,y
81,Oakland,Oakland University,Michigan,n,midwest,e_n_central,15000,large,R2,physics ,instructor,male,2,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,biology,instructor,female,2,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,biology,instructor,male,2,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,biology,tt,female,6,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,biology,tt,male,16,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,chemistry,instructor,female,1,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,chemistry,instructor,male,1,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,chemistry,tt,female,5,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,chemistry,tt,male,16,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,comp_sci,tt,female,2,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,comp_sci,tt,male,10,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,comp_sci,instructor,female,1,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,comp_sci,instructor,male,3,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,engineering,tt,female,22,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,engineering,tt,male,119,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,engineering,instructor,female,6,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,engineering,instructor,male,4,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,math,tt,female,3,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,math,tt,male,27,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,math,instructor,female,10,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,math,instructor,male,4,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,physics ,instructor,female,0,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,physics ,instructor,male,0,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,physics ,tt,female,4,dg,y
63,OSU,Oklahoma State University,Oklahoma,n,south,w_s_central,25594,large,R1,physics ,tt,male,12,dg,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,biology,tt,female,7,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,biology,tt,male,13,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,biology,instructor,female,4,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,biology,instructor,male,2,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,chemistry,tt,female,6,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,chemistry,tt,male,13,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,chemistry,instructor,female,5,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,chemistry,instructor,male,2,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,comp_sci,tt,female,6,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,comp_sci,tt,male,17,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,comp_sci,instructor,female,3,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,comp_sci,instructor,male,4,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,engineering,tt,female,3,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,engineering,tt,male,19,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,engineering,instructor,female,1,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,engineering,instructor,male,3,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,math ,tt,female,1,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,math ,tt,male,18,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,math ,instructor,female,17,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,math ,instructor,male,4,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,physics,tt,female,1,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,physics,tt,male,20,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,physics,instructor,female,0,CM,y
27,ODU,Old Dominion University,Virginia,n,south,s_atlantic,23675,large,R2,physics,instructor,male,2,CM,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,biology,tt,female,10,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,biology,tt,male,14,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,biology,instructor,female,8,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,biology,instructor,male,6,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,chemistry,tt,female,5,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,chemistry,tt,male,15,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,chemistry,instructor,female,5,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,chemistry,instructor,male,8,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,engineering,tt,female,60,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,engineering,tt,male,164,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,engineering,instructor,female,19,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,engineering,instructor,male,33,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,math,tt,female,7,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,math,tt,male,16,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,math,instructor,female,8,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,math,instructor,male,14,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,physics,tt,female,5,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,physics,tt,male,11,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,physics,instructor,female,2,dg,y
19,OSU,Oregon State University,Oregon,n,west,pacific,28886,large,R1,physics,instructor,male,9,dg,y
53,PAU,Pacific Univeristy,Oregon,n,west,pacific,1800,small,PUI,comp_sci,instructor,female,0,CM,y
53,PAU,Pacific Univeristy,Oregon,n,west,pacific,1800,small,PUI,comp_sci,instructor,male,0,CM,y
53,PAU,Pacific Univeristy,Oregon,n,west,pacific,1800,small,PUI,comp_sci,tt,female,1,CM,y
53,PAU,Pacific Univeristy,Oregon,n,west,pacific,1800,small,PUI,comp_sci,tt,male,3,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,biology,instructor,female,0,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,biology,instructor,male,0,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,biology,tt,female,8,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,biology,tt,male,2,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,chemistry,instructor,female,0,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,chemistry,instructor,male,0,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,chemistry,tt,female,4,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,chemistry,tt,male,2,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,math,instructor,female,0,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,math,instructor,male,0,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,math,tt,female,3,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,math,tt,male,5,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,physics ,instructor,female,0,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,physics ,instructor,male,1,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,physics ,tt,female,0,CM,y
53,PAU ,Pacific Univeristy ,Oregon,n,west,pacific,1800,small,PUI ,physics ,tt,male,4,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,biology,tt,female,8,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,biology,tt,male,12,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,biology,instructor,female,4,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,biology,instructor,male,0,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,chemistry,tt,female,4,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,chemistry,tt,male,11,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,chemistry,instructor,female,1,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,chemistry,instructor,male,1,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,comp_sci,tt,female,6,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,comp_sci,tt,male,16,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,comp_sci,instructor,female,4,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,comp_sci,instructor,male,5,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,engineering,tt,female,6,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,engineering,tt,male,35,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,engineering,instructor,female,3,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,engineering,instructor,male,5,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,math,tt,female,4,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,math,tt,male,20,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,math,instructor,female,8,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,math,instructor,male,2,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,physics ,tt,female,1,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,physics ,tt,male,12,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,physics ,instructor,female,1,CM,y
77,PDX,Portland State University,Oregon,n,west,pacific,27200,large,R2,physics ,instructor,male,0,CM,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,biology,instructor,female,4,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,biology,instructor,male,3,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,biology,tt,female,16,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,biology,tt,male,40,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,chemistry,instructor,female,3,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,chemistry,instructor,male,2,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,chemistry,tt,female,16,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,chemistry,tt,male,35,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,comp_sci,tt,female,12,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,comp_sci,tt,male,59,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,comp_sci,instructor,female,3,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,comp_sci,instructor,male,7,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,engineering,tt,female,134,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,engineering,tt,male,495,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,engineering,instructor,female,9,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,engineering,instructor,male,22,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,math,tt,female,14,dg,y
58,PU,Purdue University,Indiana,n,midwest,e_n_central,41573,large,R1,math,tt,male,62,dg,y
